character,gender,good_vs_bad,universe,first_movie,release_year,sentiment_score
Professor Ichabod Grogg,Male,Villain,Disney,Return to Halloweentown,2006,5.643157894736842
Chancellor Trample,Male,Villain,Disney,None,None,5.378317757009347
Lotta Lamour,Female,Heroine,Disney,None,None,5.549734042553189
King Amok,Male,Neutral,Other,None,None,5.544579439252339
Evil Aladdin,Male,Villain,Disney,None,None,5.045415019762847
Charisma,Female,Neutral,Disney,None,None,5.552700729927008
Charles Gibbs,Male,Neutral,Disney,None,None,5.290673758865248
Charles Pipping IV,Male,Hero,Disney,None,None,5.568437500000003
Charlotte Sparrow,Female,Neutral,Other,Ernest Goes to Jail,None,5.379415584415584
Charmaine,Female,Heroine,Disney,None,None,5.676419753086422
Electra (Hercules),Female,Neutral,Disney,None,None,5.488247422680414
Charybdis (DuckTales),Male,Neutral,Disney,None,None,5.34153086419753
Chastity Ann DeWitt,Female,Neutral,Disney,None,None,5.585833333333335
Chaude,Female,Heroine,Disney,Beauty and the Beast: Belle's Magical World,1998,5.7136781609195415
Tres,Male,Hero,Disney,Beauty and the Beast: Belle's Magical World,1998,5.719319727891157
Chava,Female,Heroine,Other,None,None,5.444426229508197
Gron,Male,Hero,Other,None,None,5.458492063492064
Chaz and Jaz (The Twirly Twins),Female,Neutral,Other,None,None,5.6726086956521735
Dress Up Daisy,Female,Neutral,Disney,None,None,5.623451327433628
Officer Pete,Male,Neutral,Disney,None,None,5.565904761904763
Oooey Gablooey,Male,Neutral,Disney,None,None,5.788239999999999
Chaz Milton Looper,Male,Neutral,Disney,None,None,5.460131004366815
Cheapskate,Male,Villain,Disney,None,None,5.311126760563381
Sir Finnegan,Male,Neutral,Disney,None,None,5.540986842105265
Chef Claude,Male,Neutral,Other,None,None,5.506301369863014
Chef O'Boy,Male,Neutral,Disney,None,None,5.7101866666666625
Mr. Gross,Male,Villain,Disney,None,None,5.56062745098039
Mrs. Gross,Female,Neutral,Disney,None,None,5.676461538461539
Chef,Male,Neutral,Other,None,None,5.456037735849057
Chelsea (Max Keeble's Big Move),Female,Heroine,Disney,Max Keeble's Big Move,2001,5.594637223974764
Dobbs,Male,Villain,Disney,Max Keeble's Big Move,2001,5.403090379008749
Jenna,Female,Neutral,Disney,Max Keeble's Big Move,2001,5.504523227383862
Principal Elliot T. Jindrake,Male,Villain,Disney,Max Keeble's Big Move,2001,5.284010695187166
Troy McGinty,Male,Villain,Disney,Max Keeble's Big Move,2001,5.471264822134389
Evil Ice Cream Man,Male,Villain,Disney,Max Keeble's Big Move,2001,5.434887218045112
Don Keeble,Male,Neutral,Disney,Max Keeble's Big Move,2001,5.799062500000002
Lily Keeble,Female,Neutral,Disney,Max Keeble's Big Move,2001,5.858039215686277
Chelsea Daniels-Grayson,Female,Heroine,Disney,None,None,5.648988549618317
Chloe Hunter,Female,Villain,Disney,None,None,5.391622718052742
Nicki Peterson,Female,Villain,Disney,None,None,5.458837920489295
Principal Wentworth,Male,Neutral,Disney,None,None,5.562108843537414
Serena Valentine,Female,Villain,Disney,None,None,5.260051282051284
Sydney,Female,Neutral,Disney,None,None,5.660180995475111
Zenon Kar,Female,Heroine,Disney,Zenon: Girl of the 21st Century,1999,5.53083646112601
Commander Plank,Male,Neutral,Disney,Zenon: Girl of the 21st Century,1999,5.667567567567565
Margie Hammond,Female,Neutral,Disney,Zenon: Girl of the 21st Century,1999,5.627246653919691
Nebula Wade,Female,Neutral,Disney,Zenon: Girl of the 21st Century,1999,5.700829493087558
Proto Zoa,Male,Neutral,Disney,Zenon: Girl of the 21st Century,1999,5.802230483271379
Tessa and Vanessa James,Female,Heroine,Disney,None,None,5.532262118491921
Ruth (Teacher's Pet),Female,Neutral,Disney,None,None,5.687979797979799
Cheri,Female,Villain,Disney,None,None,5.385484949832774
Chernabog's Minions,Female,Villain,Disney,Fantasia,1940,5.359889349930842
Chief Big Bear,Male,Hero,Disney,The Lone Ranger,2013,5.379494163424123
Grotta,Female,Villain,Disney,None,None,5.489322916666667
Flinch,Male,Neutral,Disney,None,None,5.39498293515358
Scuttle (Mickey Mouse),Male,Villain,Disney,None,None,5.423722222222222
Dangerous Dan and Idgit the Midget,Male,Villain,Disney,None,None,5.3265652173913045
James Goof,Male,Hero,Disney,None,None,5.710987654320985
Shamrock Bones,Male,Neutral,Disney,None,None,5.534449339207051
Chief Stinky,Male,Neutral,Disney,Recess: All Growed Down,2003,5.632307692307693
Koro,Male,Neutral,Disney,None,None,5.626813725490197
Ngendei,Male,Neutral,Disney,None,None,5.452133333333332
Rongo,Male,Neutral,Disney,None,None,5.718000000000003
Chihiro Ogino,Female,Heroine,Other,Spirited Away,2001,5.455449056603777
Haku,Male,Hero,Other,Spirited Away,2001,5.527288135593211
Yubaba,Female,Villain,Other,Spirited Away,2001,5.458476890756302
Zeniba,Female,Neutral,Other,Spirited Away,2001,5.439227941176464
Chillbeard Jr.,Male,Hero,Disney,None,None,5.516028368794328
Chillbeard,Male,Hero,Disney,None,None,5.455673076923076
Chimpy,Other,Neutral,Other,Fun and Fancy Free,1947,5.759999999999999
Chinese Chef,Male,Neutral,Disney,Peter Pan,1953,5.424075829383885
Chirp Sing,Male,Neutral,Disney,None,None,5.695677419354838
Emperor Dim Sun,Male,Neutral,Disney,None,None,5.7077477477477485
Su Lin,Female,Villain,Disney,None,None,5.647053571428572
Chisel McSue,Male,Villain,Disney,None,None,5.5231707317073155
Fritter O'Way,Male,Villain,Disney,None,None,5.307650273224049
Chloe (Sonny With a Chance),Female,Heroine,Disney,None,None,5.6409090909090915
Portlyn,Female,Neutral,Disney,None,None,5.589295774647889
Chris & Craig,Male,Neutral,Disney,None,None,5.306558704453446
Christine (Zootopia),Female,Neutral,Disney,None,None,5.556454293628807
Christine,Female,Neutral,Other,None,None,5.603913043478261
Christopher Robin's Babysitter,Female,Neutral,Disney,None,None,5.606363636363636
Christopher Syn,Male,Neutral,Disney,The Scarecrow of Romney Marsh,None,5.505173913043477
Chrona,Female,Heroine,Disney,None,None,5.6162797619047655
Sez,Male,Villain,Disney,None,None,5.618024691358026
Chronos,Male,Neutral,Disney,None,None,5.428682634730534
Dahlia,Female,Heroine,Disney,None,None,5.531371841155232
Chucho,Male,Neutral,Disney,Beverly Hills Chihuahua,2008,5.589339622641508
Rafa,Male,Neutral,Disney,Beverly Hills Chihuahua,2008,5.653814432989688
Trinket St. Blair,Female,Heroine,Disney,None,None,5.513847549909255
Chucky Albertson,Male,Villain,Disney,None,None,5.367310344827584
Ash Tyler,Male,Hero,Disney,None,None,5.3915501519756805
Derek Jupiter,Male,Hero,Disney,None,None,5.462181818181817
Chundel,Male,Villain,Disney,None,None,5.501636363636365
Dr. Nocturno,Male,Villain,Disney,None,None,5.366870229007634
Lara,Female,Neutral,Disney,None,None,5.659840764331215
Mel,Male,Villain,Disney,None,None,5.40675585284281
Chura,Male,Neutral,Disney,None,None,5.578709677419353
Churro,Male,Neutral,Disney,None,None,5.816578947368421
Chuuby,Other,Neutral,Disney,None,None,5.670822368421053
Milo the Snake,Male,Villain,Disney,None,None,5.36083067092652
Princess Lani,Female,Heroine,Disney,None,None,5.55191829484902
Cindy (Halloweentown),Female,Neutral,Disney,None,None,5.3698412698412685
Cindy (That's So Raven),Female,Neutral,Disney,None,None,5.508529411764705
Cindy Moon,Female,Heroine,Marvel,Spider-Man: Homecoming,None,5.567952522255192
The Sirens,Female,Neutral,Disney,None,None,5.321563055062164
Circus Animals,Female,Neutral,Disney,Dumbo,None,5.5802447089947105
Cisco Pig's Gang,Male,Villain,Disney,None,None,5.208067940552015
Cisco Pig,Male,Villain,Disney,None,None,5.27784982935154
Cissy Rooney,Female,Heroine,Disney,None,None,5.53571717171717
Claire (Kickin' It),Female,Villain,Disney,None,None,5.602585034013606
Claire,Female,Neutral,Other,None,None,5.888641975308644
Clan MacGuffin,Other,Neutral,Pixar,Brave,2012,5.601294964028777
Clan Macintosh,Other,Neutral,Pixar,Brave,2012,5.616595744680851
Clan DunBroch,Other,Neutral,Pixar,Brave,2012,5.511785714285713
Yama (Gargoyles),Male,Neutral,Disney,None,None,5.396570680628272
The Chairman,Male,Villain,Disney,None,None,5.259409836065578
The Ghost Council,Female,Villain,Disney,None,None,5.278928571428564
Leslie Lambeau,Female,Neutral,Disney,None,None,5.524849246231154
Little Jimmy,Male,Villain,Disney,None,None,5.250095057034216
Clementine Clevenger,Female,Heroine,Disney,None,None,5.507624703087885
Sheriff Gomer Cleghorn and Deputy Wendell,Male,Villain,Disney,None,None,5.318452722063035
Gomer,Male,Neutral,Disney,None,None,5.7958367346938715
Clementine the Spider,Female,Neutral,Disney,None,None,5.426556291390725
Hanzy,Female,Neutral,Disney,None,None,5.3285359477124175
Mono,Male,Neutral,Disney,None,None,5.344875816993462
Lester Goldberg,Male,Neutral,Disney,Stanley's Dinosaur Round-Up,2005,5.603776223776225
Marci,Female,Neutral,Disney,Stanley's Dinosaur Round-Up,2005,5.943431952662723
Mimi,Female,Neutral,Disney,None,None,5.936766917293234
Clock Tower (Epic Mickey),Other,Villain,Disney,None,None,5.378929254302102
Glockenspiel,Male,Hero,Disney,None,None,5.550113924050633
It's a Small World Dolls,Female,Neutral,Disney,Kim Possible Movie: So the Drama,None,5.492998819362453
Clyde & Claude,Male,Neutral,Disney,None,None,5.514897959183672
Clyde Cosgrove,Male,Hero,Disney,None,None,5.634543761638734
Kismet,Female,Villain,Disney,None,None,5.469781879194631
Mr. Gribbish,Male,Neutral,Disney,None,None,5.469015957446807
Coach Boomer,Male,Hero,Other,Sky High,2005,5.587224199288255
Layla Williams,Female,Heroine,Disney,Sky High,2005,5.599296435272046
Penny Lent,Female,Villain,Other,Sky High,2005,5.518175355450232
Warren Peace,Male,Hero,Disney,Sky High,2005,5.459276960784311
Will Stronghold,Male,Hero,Other,Sky High,2005,5.561975051975053
Ethan (Sky High),Male,Hero,Disney,Sky High,2005,5.6342971887550215
Gwen Grayson,Female,Villain,Disney,Sky High,2005,5.4733013205282095
Lash (Sky High),Male,Villain,Disney,Sky High,2005,5.449983443708611
Magenta,Female,Heroine,Disney,Sky High,2005,5.626998191681732
Speed,Male,Villain,Other,Sky High,2005,5.468705882352942
Stitches,Male,Villain,Disney,Sky High,2005,5.373853820598003
Freeze Girl,Female,Heroine,Disney,Sky High,2005,5.810598591549299
The Commander,Male,Hero,Disney,Sky High,2005,5.4595801526717525
Zach Braun,Male,Hero,Disney,Sky High,2005,5.68092140921409
Jetstream,Female,Heroine,Disney,Sky High,2005,5.488902575587902
Ron Wilson,Male,Hero,Disney,Sky High,2005,5.596348122866891
The Robot,Other,Villain,Disney,Sky High,2005,5.432083333333333
Principal Powers,Female,Heroine,Disney,Sky High,2005,5.584217877094975
Coach Doogan,Female,Neutral,Disney,None,None,5.49676148796499
Coach Jackie,Female,Neutral,Disney,None,None,5.773955223880595
Coach Wallace,Male,Neutral,Disney,None,None,5.728079999999999
Coach Lesseur,Male,Neutral,Disney,None,None,5.509316239316236
Coach Spitz,Male,Neutral,Disney,None,None,5.457411764705884
Hugo Enormomonster,Male,Neutral,Other,None,None,5.864953271028038
Eduardo Enormomonster,Male,Neutral,Other,None,None,5.7842528735632195
Ernestine Enormomonster,Female,Neutral,Disney,None,None,5.614897959183672
Cocky Locky,Male,Neutral,Disney,None,None,5.4391731266149845
Coco Banana,Male,Neutral,Disney,None,None,5.649242424242422
Coco the Coconutty Monkey,Female,Neutral,Disney,None,None,5.824473684210527
Cogs,Other,Villain,Disney,None,None,5.295574162679428
Cold Monster,Other,Villain,Other,None,None,5.202320000000002
Colin Cowling,Male,Neutral,Disney,Planes,2013,5.533218390804596
Elsa Bloodstone,Female,Heroine,Marvel,Werewolf by Night,None,5.853535353535356
"N'Kantu, the Living Mummy",Male,Hero,Marvel,None,None,5.296335540838855
Werewolf by Night,Male,Hero,Marvel,Werewolf by Night,None,5.575492424242425
Colonel Doberman,Other,Neutral,Disney,None,None,5.368153846153843
Gloomy the Mechanic,Male,Neutral,Other,None,None,5.4657894736842145
Colonel Houndstoothe,Male,Neutral,Disney,None,None,5.592729528535974
Swamp Boys,Male,Neutral,Disney,None,None,5.806107526881723
Colonel Rolf Rolfe,Male,Neutral,Disney,None,None,5.630880000000001
Comandante Camilla Reyes,Female,Neutral,Other,None,None,5.281409395973156
Commander Buck Burpelson,Male,Villain,Disney,None,None,5.312626262626262
Commander Heist,Male,Villain,Disney,None,None,5.282591093117408
Lazlo,Male,Villain,Disney,None,None,5.397685589519654
Commander John Evenrude,Male,Villain,Disney,None,None,5.3260986547085185
Wirewolf (character),Male,Neutral,Disney,None,None,5.382566371681416
Commander S'Leet,Other,Villain,Disney,None,None,5.40408719346049
Commercial Man,Male,Neutral,Other,None,None,5.48030567685589
Concetta and Pinuccia Aragosta,Female,Heroine,Pixar,Luca,2021,5.426675938803894
Coney Island Freaks,Female,Villain,Disney,None,None,5.538914728682172
Conrad and Vernon,Other,Villain,Other,None,None,5.307721518987341
Ned Needlemeyer,Male,Hero,Disney,None,None,5.5655343511450415
Constance Goldman,Female,Heroine,Disney,None,None,5.624703196347036
Lamar Abudabe,Male,Neutral,Disney,None,None,5.529467005076142
Constrictor,Male,Villain,Marvel,None,None,5.482441314553992
Death Adder,Male,Villain,Marvel,None,None,5.341297709923663
Rattler,Male,Villain,Marvel,None,None,5.686455696202533
Construction Foreman Tom,Male,Neutral,Pixar,Up,2009,5.4783221476510064
Construction Supervisor,Male,Neutral,Disney,Up,2009,5.3430403800475
Fennwick,Male,Neutral,Pixar,Onward,2020,5.304295774647885
Convor,Other,Neutral,Other,None,None,5.345438596491226
Cookie Carnival Judges,Male,Neutral,Disney,Mickey's Magical Christmas: Snowed in at the House of Mouse,2001,5.546366197183093
Cool Hands Luke,Male,Villain,Disney,None,None,5.536082949308753
Cool Kids,Female,Neutral,Disney,None,None,5.506753731343283
Coop Hatchback,Male,Hero,Disney,None,None,5.548692810457519
Harold Hatchback,Male,Hero,Disney,None,None,5.596380090497737
Biff Fuddled,Male,Neutral,Disney,None,None,5.497205882352941
Coral (The Little Mermaid),Female,Neutral,Disney,None,None,5.742190476190479
Cornelius Bugspit,Male,Neutral,Disney,None,None,5.528688524590165
Cosmic Creepers,Male,Hero,Disney,Bedknobs and Broomsticks,1971,5.449521829521829
Count Down,Male,Villain,Disney,None,None,5.2761127596439215
Spy,Male,Hero,Disney,None,None,5.2571102150537605
Count of Monte Cristo,Male,Neutral,Other,The Count of Monte Cristo,2002,5.299774774774778
Count Spatula,Male,Villain,Pixar,None,None,5.610181818181817
Countess de la Perle,Female,Neutral,Disney,None,None,5.3778971962616815
Countess Le Grande,Female,Neutral,Disney,Cinderella II: Dreams Come True,2002,5.592076923076922
Country Kitty,Female,Heroine,Disney,None,None,5.566250000000004
Stray Kitties,Female,Heroine,Disney,None,None,5.672840909090909
Glamour Kitty,Female,Heroine,Disney,None,None,5.625042735042738
Cow,Female,Neutral,Disney,None,None,5.542561983471074
Coyote (Child of Oberon),Male,Neutral,Disney,None,None,5.353674033149169
Natsilane,Male,Hero,Disney,None,None,5.674207317073169
Raven (Gargoyles),Male,Villain,Disney,None,None,5.404398625429557
Crab Bot,Other,Villain,Disney,None,None,5.545252525252525
Craig Trotter,Male,Hero,Disney,James and the Giant Peach,1996,5.825174825174825
Rachel Trotter,Female,Neutral,Disney,James and the Giant Peach,1996,5.842519685039369
Crandall Smythe,Male,Villain,Disney,None,None,5.4242391304347795
Crazy Edie,Female,Villain,Disney,None,None,5.305910364145655
Creepy Cuddly Charlie,Male,Neutral,Other,None,None,5.482214285714287
Crockett,Male,Hero,Disney,None,None,5.798461538461538
Crocodiles,Female,Neutral,Disney,The Rescuers Down Under,1990,5.320395869191052
Croesus,Male,Villain,Disney,None,None,5.2848909657320915
Homer,Male,Neutral,Disney,None,None,5.413931297709923
Cropsy,Male,Hero,Disney,None,None,5.3906722689075615
Crows (Winnie the Pooh),Other,Neutral,Disney,Pooh's Grand Adventure: The Search for Christopher Robin,1997,5.449169054441259
Cruz Ramírez,Female,Heroine,Pixar,Cars 3,2017,5.574666666666665
Crystal (That's So Raven),Female,Neutral,Disney,None,None,5.4378165938864615
Cujo,Male,Neutral,Disney,Mars Needs Moms,2011,5.646666666666666
Martians,Female,Neutral,Disney,Mars Needs Moms,2011,5.406917808219179
Milo (Mars Needs Moms),Male,Hero,Disney,Mars Needs Moms,2011,5.402443243243234
Ki,Female,Heroine,Disney,Mars Needs Moms,2011,5.509809437386573
Supervisor,Female,Villain,Disney,Mars Needs Moms,2011,5.424936014625228
Two-Cat,Other,Hero,Disney,Mars Needs Moms,2011,5.552583333333334
Wingnut,Male,Neutral,Disney,Mars Needs Moms,2011,5.429036458333335
Gribble,Male,Hero,Disney,Mars Needs Moms,2011,5.475962877030168
Milo's Father,Male,Neutral,Disney,Mars Needs Moms,2011,5.654718614718612
Curley Baker,Male,Hero,Pixar,Soul,2020,5.566111111111112
Cyclopes,Other,Neutral,Pixar,Onward,2020,5.535044247787614
Cyclops (American Dragon),Female,Neutral,Disney,None,None,5.524317548746518
Hairball Monsters,Male,Villain,Disney,None,None,5.3070183486238545
Cynthia,Female,Neutral,Disney,None,None,5.38205357142857
Cyrus Bortel,Male,Neutral,Disney,None,None,5.55865671641791
D-FIB,Female,Heroine,Pixar,WALL-E,2008,5.4022929936305735
D-O,Other,Hero,Other,Star Wars: The Rise of Skywalker,2019,5.459305555555558
D.A. Fletcher,Male,Villain,Other,Dick Tracy,1990,5.174589041095889
D.U.D.E.,Other,Neutral,Disney,None,None,5.529822064056939
Daffy Don,Male,Neutral,Other,None,None,5.552598425196854
Houn' Dawg,Male,Villain,Disney,None,None,5.54233830845771
Dale Davenport,Male,Villain,Disney,None,None,5.505468749999999
Finch,Male,Neutral,Disney,None,None,5.480158730158731
Dallas (Austin & Ally),Male,Neutral,Disney,None,None,5.463894736842102
Dallben's Farm Animals,Female,Neutral,Disney,The Black Cauldron,2012,5.562464788732395
Dancer,Male,Neutral,Disney,None,None,5.6299226804123705
Doctor Syclocks,Other,Villain,Disney,None,None,5.37268817204301
Danica Bricker,Female,Neutral,Disney,None,None,5.4936507936507954
Daniel (The Little Mermaid),Male,Hero,Disney,None,None,5.4801673640167365
Dr. Vile,Male,Villain,Disney,None,None,5.282516025641021
Danielle (Lab Rats),Female,Heroine,Disney,None,None,5.561565217391302
Danielle (Shake It Up),Female,Heroine,Disney,None,None,5.462013422818793
Danielle Wrathmaker,Female,Heroine,Disney,None,None,5.393341772151898
Danno,Male,Neutral,Disney,None,None,5.487787610619468
Granny Kincaid,Female,Neutral,Disney,So Dear to My Heart,1948,5.58141744548286
Jeremiah Kincaid,Male,Neutral,Disney,So Dear to My Heart,1948,5.569367205542722
Pete Grundy,Male,Neutral,Disney,So Dear to My Heart,1948,5.499086859688199
Tildy,Female,Heroine,Disney,So Dear to My Heart,1948,5.607781954887215
Uncle Hiram,Male,Neutral,Disney,So Dear to My Heart,1948,5.55196369636963
Wise Old Owl,Male,Neutral,Disney,So Dear to My Heart,1948,5.54810901001112
Danny Darling,Male,Hero,Disney,Return to Never Land,2002,5.5181085043988265
Danny Kessler,Male,Neutral,Disney,None,None,5.522953020134222
Danny Wrigley,Male,Hero,Disney,'Twas the Night,2001,5.909444444444446
Dolly Paprika,Female,Neutral,Disney,None,None,5.686400000000001
Pinko,Male,Hero,Disney,None,None,5.494212962962964
Dapper Duck,Male,Neutral,Disney,None,None,5.484960629921259
Darcy Stewart,Female,Neutral,Disney,None,None,5.631811023622047
Daredevil (The Legend of Sleepy Hollow),Male,Hero,Disney,The Adventures of Ichabod and Mr. Toad,1949,5.360758122743678
Winston (Quack Pack),Male,Neutral,Disney,None,None,5.843132530120482
Dave Clark,Other,Villain,Other,Tomorrowland,2015,5.609249999999999
Dax,Male,Neutral,Disney,None,None,5.566779661016951
Day,Male,Neutral,Pixar,None,None,5.6009756097560945
Night (Day & Night),Male,Neutral,Pixar,None,None,5.5964174454828655
Death Dealer,Male,Villain,Marvel,Shang-Chi and the Legend of the Ten Rings,None,5.48723076923077
Death,Female,Villain,Other,None,None,5.3696543209876495
Love (Beauty and the Beast),Female,Neutral,Other,None,None,5.474696569920843
Debra Williams,Female,Neutral,Disney,None,None,5.585415959252971
Peabo,Male,Neutral,Disney,None,None,5.607732342007435
The Chang Triplets,Female,Heroine,Disney,None,None,5.853956043956047
Deloris Van Cartier,Female,Neutral,Other,Sister Act,1992,5.576996047430825
Rita Watson,Female,Neutral,Other,Sister Act 2: Back in the Habit,1993,5.653191489361704
Florence Watson,Female,Neutral,Other,Sister Act 2: Back in the Habit,1993,5.839999999999999
Dembe,Male,Neutral,Disney,The Lion King,1994,5.476326164874551
Great Uncle Stew,Other,Neutral,Other,Stanley's Dinosaur Round-Up,2005,5.669655172413795
Max (Stanley),Other,Neutral,Other,None,None,5.648712446351933
Mr. Goldberg,Male,Neutral,Other,None,None,5.802222222222225
Samantha Goldberg,Female,Neutral,Other,None,None,5.525916666666665
Dennis and Adele,Female,Neutral,Disney,None,None,5.483069767441861
Dennis,Male,Neutral,Other,None,None,5.413011869436201
Departure Agent,Female,Neutral,Pixar,Coco,2017,5.472491228070171
Juan Ortodoncia,Male,Neutral,Pixar,Coco,2017,5.38786440677966
Derek (The Cheetah Girls),Male,Hero,Disney,None,None,5.6417894736842085
Jackal Johnson,Male,Villain,Disney,None,None,5.548504672897196
Toto (The Cheetah Girls),Male,Neutral,Disney,None,None,5.522222222222224
Destructo-Bot,Other,Villain,Other,None,None,5.277866666666669
Punk-Bots,Other,Villain,Disney,None,None,5.216151960784315
Detective Gupta,Male,Neutral,Disney,None,None,5.687837837837839
Mikku and Chikku,Male,Neutral,Disney,None,None,5.767549668874174
Queen Shanti,Female,Neutral,Disney,None,None,5.801160714285717
Neeti and Preeti,Other,Neutral,Disney,None,None,5.782985074626865
Prince Veer,Male,Neutral,Disney,None,None,5.924955752212389
Detective Thursday,Male,Neutral,Disney,None,None,5.70010101010101
Dev,Male,Hero,Disney,None,None,5.609779005524861
Jacks,Male,Hero,Disney,None,None,5.7722656249999975
Mr. Chomp,Male,Hero,Disney,None,None,5.530882352941172
Nosh,Male,Hero,Other,None,None,5.721942446043163
Rescue Ronda,Female,Neutral,Other,None,None,5.7008383233532935
Riggles,Female,Heroine,Other,None,None,5.813703703703702
Rosie (Doc McStuffins),Female,Neutral,Other,None,None,5.6098
Shinji,Male,Hero,Other,None,None,5.6889887640449395
Zoe,Female,Heroine,Other,None,None,5.780803571428569
Devils,Other,Villain,Disney,None,None,5.2705839416058415
Dexter Dingus,Male,Hero,Disney,None,None,5.6367088607594935
Dez (Soul),Male,Neutral,Pixar,Soul,2020,5.587962085308057
Dholes,Male,Villain,Disney,None,None,5.395352112676057
Dictator Turtle,Male,Villain,Disney,None,None,5.451502525252523
Diddle O'Way,Male,Villain,Disney,None,None,5.3900000000000015
Seafoam McDuck,Other,Neutral,Disney,None,None,5.674137931034483
Diggie Smalls,Male,Hero,Disney,None,None,5.535647921760391
Dim Long,Male,Neutral,Disney,None,None,5.343568181818177
Ding and Oopo,Female,Villain,Disney,None,None,5.39258017492711
Dinka,Male,Neutral,Disney,None,None,5.561963190184052
Dirk Brock,Male,Hero,Disney,None,None,5.6093984962406
Mr. Bluebird,Male,Neutral,Disney,Song of the South,1946,5.610559006211183
Dixon Payne,Male,Neutral,Disney,None,None,5.6836645962732915
Moira Payne,Female,Heroine,Disney,None,None,5.590000000000003
Mandy,Female,Neutral,Disney,None,None,5.572612903225806
Thaddeus and Thor (characters),Male,Villain,Disney,None,None,5.554074074074074
Dixon Ticonderoga,Male,Hero,Disney,None,None,5.525468749999999
DJ Herzogenaurach,Male,Neutral,Disney,Chip 'n Dale Rescue Rangers,2022,5.454430823117339
Djinni,Male,Villain,Disney,None,None,5.554977375565609
Dobermans,Male,Hero,Disney,The Brave Little Toaster to the Rescue,1997,5.482135231316722
Doc Samson,Male,Hero,Marvel,The Incredible Hulk,None,5.396210526315786
Doc Static,Male,Neutral,Disney,None,None,5.631698113207547
Doctor Cooper,Other,Neutral,Disney,None,None,5.401959999999999
Joe Magee,Male,Hero,Disney,None,None,5.491639871382636
Doctor Dave,Male,Neutral,Disney,None,None,5.5814516129032254
Doctor Nielson,Male,Neutral,Other,None,None,5.519257340241796
Doctor Proctor,Male,Neutral,Other,None,None,5.659999999999998
Dog Announcer,Male,Neutral,Disney,Chicken Little,2005,5.605423728813558
Mayor Turkey Lurkey,Male,Neutral,Disney,Chicken Little,2005,5.404565916398713
Turkey Lurkey,Male,Neutral,Disney,None,None,5.492696629213484
Dog-Lobster,Other,Neutral,Disney,None,None,5.435982905982909
Rabbit-Rhino,Other,Neutral,Disney,None,None,5.301401515151518
Snake-Cat,Other,Villain,Disney,None,None,5.282035398230088
Taro (Stitch!),Male,Neutral,Disney,None,None,5.435900709219858
Don and Dawn,Female,Neutral,Disney,None,None,5.546537216828481
Don,Male,Neutral,Disney,None,None,5.521739130434784
Donald's Kettle,Other,Neutral,Other,None,None,5.456750000000003
Donna,Female,Neutral,Other,None,None,5.467348066298343
Martin (Once Upon a Time),Male,Villain,Other,None,None,5.396726726726725
Myrna,Female,Villain,Other,None,None,5.505174603174602
Stephen (Once Upon a Time),Male,Neutral,Other,None,None,5.459417989417991
Donnie Dion,Male,Hero,Disney,None,None,5.690948275862069
Jimmy Zara,Male,Hero,Disney,High School Musical 3: Senior Year,2008,5.594569732937687
Doodle Doo,Male,Neutral,Other,None,None,5.65608695652174
Doom Dragon,Female,Villain,Disney,None,None,5.438313253012048
Dopey Davis,Male,Villain,Disney,None,None,5.461285714285713
Leslie J. Clark,Male,Neutral,Disney,None,None,5.473177257525083
Paddy the Cop,Male,Villain,Disney,None,None,5.276759259259258
Pauline,Female,Heroine,Disney,Duck Pimples,1945,5.51537634408602
J. Harold King,Male,Neutral,Disney,None,None,5.577666666666669
Doris Deer,Female,Heroine,Disney,None,None,5.4277999999999995
Pith Possum,Other,Hero,Disney,None,None,5.4313577586206945
Dot the Dragon,Female,Heroine,Other,None,None,5.670193050193056
Doug Jaminski,Male,Neutral,Disney,None,None,5.478554913294797
Doug Slackwell,Male,Villain,Disney,None,None,5.701111111111112
Douglas Twinkmeyer,Male,Villain,Disney,None,None,5.4419282511210785
Tooth and Nails,Male,Villain,Disney,None,None,5.458480243161095
Dr. Addison Bennet,Male,Neutral,Disney,Alice Through the Looking Glass,2016,5.338399999999997
Dr. Axolotl,Male,Villain,Disney,None,None,5.397243243243243
Dr. Cagliostro,Male,Villain,Disney,None,None,5.3616067653276955
Torgo,Female,Neutral,Disney,None,None,5.380553359683791
Dr. Consilium,Male,Neutral,Disney,None,None,5.708
Dr. Diente,Male,Villain,Disney,None,None,5.364729907773385
Dr. Doyle,Female,Neutral,Disney,None,None,5.697953216374268
Dr. Droid,Male,Villain,Disney,None,None,5.445078124999995
Dr. Elliott Piaget,Male,Neutral,Other,None,None,5.354133333333334
The Predator,Other,Villain,Other,None,None,5.320307017543861
Dr. Emile Crocker,Male,Villain,Disney,None,None,5.520059880239519
Lava Monster,Other,Villain,Other,None,None,5.320045248868778
Dr. Ficus,Male,Neutral,Other,None,None,5.36879120879121
Zabar,Male,Hero,Other,None,None,5.67705882352941
Dr. Finkle,Male,Villain,Disney,Space Buddies,2009,5.332909698996655
Dr. Gevaarlijk,Female,Villain,Disney,None,None,5.327508896797152
Dr. Gomez,Male,Neutral,Other,None,None,5.683603603603603
Gum Girl,Female,Heroine,Disney,None,None,5.623684807256234
Mrs. Gomez,Female,Neutral,Other,None,None,5.8673664122137374
Natalie Gooch,Female,Heroine,Disney,None,None,5.7557857142857145
Ninja-Rina,Female,Heroine,Disney,None,None,5.707250755287011
Robo-Chef,Male,Neutral,Disney,None,None,5.638876712328768
